AFFGEOID,ST,STATE,ST_ABBR,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV,M_POV,E_UNEMP,M_UNEMP,E_PCI,M_PCI,E_NOHSDP,M_NOHSDP,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_MINRTY,M_MINRTY,E_LIMENG,M_LIMENG,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV,MP_POV,EP_UNEMP,MP_UNEMP,EP_PCI,MP_PCI,EP_NOHSDP,MP_NOHSDP,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_MINRTY,MP_MINRTY,EP_LIMENG,MP_LIMENG,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV,EPL_UNEMP,EPL_PCI,EPL_NOHSDP,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,SPL_THEME2,RPL_THEME2,EPL_MINRTY,EPL_LIMENG,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV,F_UNEMP,F_PCI,F_NOHSDP,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_THEME2,F_MINRTY,F_LIMENG,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_UNINSUR,M_UNINSUR,EP_UNINSUR,MP_UNINSUR,E_DAYPOP,Shape,Shape.STArea(),Shape.STLength()
0500000US39099,39,OHIO,OH,Mahoning,39099,"Mahoning County, Ohio",411.50530619,235809.0,0.0,111564.0,332.0,97624.0,850.0,40784.0,1504.0,12400.0,736.0,23628.0,421.0,17991.0,789.0,43363.0,95.0,49371.0,23.0,36321.0,1040.0,9829.0,633.6,53940.0,99.0,2422.0,345.9,8573.0,592.6,1750.0,212.0,684.0,155.9,8941.0,516.0,7643.0,761.0,17.9,0.6,10.9,0.6,23628.0,421.0,10.8,0.5,18.4,0.1,20.9,0.0,15.8,0.4,10.1,0.6,22.9,0.0,1.1,0.2,7.7,0.5,1.6,0.2,0.7,0.2,9.2,0.5,3.2,0.3,0.6782,0.8276,0.4253,0.3448,2.2759,0.5977,0.908,0.0805,0.6897,0.7701,2.4483,0.8391,0.9425,0.8851,1.8276,0.9425,0.8391,0.092,0.069,0.9195,0.7241,2.6437,0.5287,9.1954,0.8046,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,23585.0,1208.0,10.3,0.5,244186.0,"(-80.77630986009972, 41.0146453587706)",0.11787722591608653,1.6587992012645028
0500000US39109,39,OHIO,OH,Miami,39109,"Miami County, Ohio",406.57638404,103145.0,0.0,44274.0,126.0,41169.0,506.0,13076.0,1364.0,4508.0,493.0,25654.0,533.0,8024.0,604.0,16858.0,130.0,24267.0,56.0,13089.0,790.0,3994.0,424.0,6931.0,39.0,371.0,153.5,1716.0,264.0,882.0,213.0,380.0,134.0,1998.0,297.0,1052.0,263.0,12.8,1.3,8.5,0.9,25654.0,533.0,11.3,0.9,16.3,0.1,23.5,0.1,12.8,0.8,9.7,1.0,6.7,0.0,0.4,0.2,3.9,0.6,2.0,0.5,0.9,0.3,4.9,0.7,1.0,0.3,0.2299,0.3908,0.2644,0.4368,1.3218,0.2644,0.6322,0.4943,0.2529,0.6782,2.0575,0.4713,0.5057,0.4253,0.931,0.4713,0.5517,0.1149,0.2299,0.1609,0.1149,1.1724,0.023,5.4828,0.1839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10135.0,1064.0,9.9,1.0,95442.0,"(-84.22884700486792, 40.05346404432898)",0.11200159489704127,1.42209185208167
0500000US39125,39,OHIO,OH,Paulding,39125,"Paulding County, Ohio",416.43465845,19293.0,0.0,8718.0,38.0,7798.0,196.0,2666.0,456.0,705.0,157.0,23565.0,1342.0,1330.0,159.0,3075.0,37.0,4750.0,10.0,3071.0,268.0,550.0,133.3,1373.0,85.0,77.0,79.0,247.0,68.2,914.0,134.0,117.0,45.4,465.0,102.0,99.0,67.0,14.0,2.4,7.7,1.7,23565.0,1342.0,10.1,1.2,15.9,0.2,24.6,0.1,16.0,1.4,7.1,1.7,7.1,0.4,0.4,0.4,2.8,0.8,10.5,1.5,1.5,0.6,6.0,1.3,0.5,0.3,0.3563,0.2184,0.4598,0.2069,1.2414,0.2529,0.4943,0.7816,0.7126,0.1379,2.1264,0.5747,0.5287,0.5287,1.0575,0.5747,0.3908,0.7126,0.6552,0.3908,0.0,2.1494,0.3218,6.5747,0.3218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1548.0,244.0,8.1,1.3,15303.0,"(-84.58020989591141, 41.116624374391506)",0.11630394964924415,1.4487606802714355
0500000US39139,39,OHIO,OH,Richland,39139,"Richland County, Ohio",495.26108833,122813.0,0.0,54421.0,227.0,48211.0,540.0,18834.0,1354.0,5452.0,588.0,21959.0,547.0,11351.0,653.0,21157.0,102.0,27096.0,0.0,16302.0,828.0,4621.0,470.4,16716.0,97.0,188.0,114.0,3303.0,378.6,2107.0,313.0,366.0,101.8,4095.0,408.0,7091.0,518.0,16.3,1.2,9.8,1.0,21959.0,547.0,13.3,0.8,17.2,0.1,22.1,0.0,14.0,0.7,9.6,1.0,13.6,0.1,0.2,0.1,6.1,0.7,3.9,0.6,0.8,0.2,8.5,0.8,5.8,0.4,0.5632,0.6897,0.7126,0.6667,2.6322,0.7126,0.8161,0.2299,0.4598,0.6322,2.1379,0.5862,0.8391,0.1724,1.0115,0.5517,0.7816,0.2184,0.1034,0.8391,0.908,2.8506,0.6552,8.6322,0.7126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,13833.0,1031.0,11.9,0.9,124724.0,"(-82.53649614128024, 40.774655044607464)",0.13817100318689482,1.7025442793167191
0500000US39149,39,OHIO,OH,Shelby,39149,"Shelby County, Ohio",407.67552647,49165.0,0.0,20210.0,92.0,18616.0,326.0,5553.0,745.0,1721.0,275.0,25603.0,1530.0,3498.0,398.0,6725.0,65.0,13071.0,20.0,5648.0,441.0,1741.0,269.9,3122.0,4.0,217.0,124.2,749.0,157.7,1076.0,197.0,256.0,83.8,869.0,189.0,534.0,181.0,11.4,1.5,6.9,1.1,25603.0,1530.0,10.9,1.2,13.7,0.1,26.6,0.0,11.6,0.9,9.4,1.4,6.4,0.0,0.5,0.3,3.7,0.8,5.3,1.0,1.4,0.4,4.7,1.0,1.1,0.4,0.1494,0.1379,0.2759,0.3678,0.931,0.1609,0.1264,0.9655,0.1379,0.5977,1.8276,0.3218,0.4368,0.5517,0.9885,0.4828,0.5057,0.3793,0.5747,0.1149,0.1494,1.7241,0.1724,5.4713,0.1609,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4188.0,650.0,8.6,1.3,53097.0,"(-84.20474788708208, 40.331553958054094)",0.11270938036065031,1.4517359470023907
0500000US39155,39,OHIO,OH,Trumbull,39155,"Trumbull County, Ohio",618.29574006,207596.0,0.0,95799.0,205.0,86565.0,801.0,35147.0,1865.0,8245.0,668.0,23139.0,365.0,17161.0,753.0,37924.0,76.0,44676.0,0.0,29984.0,1068.0,8568.0,676.3,25259.0,75.0,659.0,190.6,4734.0,462.1,4418.0,341.0,969.0,184.0,6542.0,496.0,4067.0,456.0,17.3,0.9,8.6,0.7,23139.0,365.0,11.7,0.5,18.3,0.1,21.5,0.0,14.7,0.5,9.9,0.8,12.2,0.0,0.3,0.1,4.9,0.5,4.6,0.4,1.1,0.2,7.6,0.6,2.0,0.2,0.6437,0.4138,0.5287,0.4828,2.069,0.5172,0.8966,0.1609,0.5747,0.7241,2.3563,0.7931,0.7931,0.3678,1.1609,0.6207,0.6782,0.3103,0.3908,0.7126,0.4943,2.5862,0.5057,8.1724,0.5747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25234.0,1266.0,12.4,0.6,192966.0,"(-80.76113456366735, 41.31718234210243)",0.17732442572903806,1.701422101932953
0500000US39165,39,OHIO,OH,Warren,39165,"Warren County, Ohio",401.3289038,217623.0,0.0,82152.0,279.0,77328.0,735.0,12162.0,1680.0,7831.0,652.0,33421.0,655.0,10986.0,722.0,25971.0,100.0,57865.0,0.0,19528.0,1069.0,5550.0,504.7,25665.0,364.0,1699.0,473.4,4854.0,440.5,853.0,235.0,530.0,150.5,1915.0,244.0,5876.0,726.0,5.8,0.8,7.0,0.6,33421.0,655.0,7.6,0.5,11.9,0.1,26.6,0.0,9.2,0.5,7.2,0.6,11.8,0.2,0.8,0.2,5.9,0.5,1.0,0.3,0.7,0.2,2.5,0.3,2.7,0.3,0.0115,0.1494,0.023,0.046,0.2299,0.023,0.046,0.977,0.023,0.1724,1.2184,0.092,0.7816,0.8046,1.5862,0.8506,0.7701,0.0115,0.0575,0.0,0.6552,1.4943,0.1149,4.5287,0.0575,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13800.0,1070.0,6.5,0.5,196430.0,"(-84.16676682974949, 39.42756116983502)",0.11034467968725199,1.416240580287723
0500000US39169,39,OHIO,OH,Wayne,39169,"Wayne County, Ohio",554.92788523,114978.0,0.0,45861.0,174.0,42593.0,461.0,14888.0,1382.0,3415.0,444.0,23151.0,403.0,11061.0,629.0,17664.0,104.0,28693.0,42.0,13190.0,610.0,2951.0,317.1,6459.0,89.0,1379.0,310.7,1618.0,229.9,3193.0,279.0,1034.0,194.3,3815.0,331.0,3784.0,334.0,13.4,1.2,6.0,0.8,23151.0,403.0,14.8,0.8,15.4,0.1,25.0,0.0,11.6,0.5,6.9,0.7,5.6,0.1,1.3,0.3,3.5,0.5,7.0,0.6,2.4,0.5,9.0,0.8,3.3,0.3,0.2759,0.069,0.5172,0.8046,1.6667,0.3908,0.4138,0.8621,0.1379,0.1264,1.5402,0.1724,0.3678,0.9425,1.3103,0.7241,0.4828,0.5402,0.9655,0.8966,0.7356,3.6207,0.9655,8.1379,0.5632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,16876.0,1133.0,14.8,1.0,108933.0,"(-81.8880347866009, 40.828878575719386)",0.15394206345261333,1.6031726413112612
0500000US39001,39,OHIO,OH,Adams,39001,"Adams County, Ohio",583.86690194,28342.0,0.0,12883.0,70.0,10734.0,334.0,7051.0,985.0,1818.0,256.0,17695.0,768.0,4379.0,447.0,4435.0,53.0,7052.0,54.0,5685.0,501.0,1140.0,217.5,889.0,21.0,12.0,80.3,199.0,66.6,3661.0,321.0,257.0,94.9,770.0,142.0,365.0,106.0,25.3,3.5,15.3,2.2,17695.0,768.0,23.0,2.3,15.6,0.2,24.9,0.2,20.2,1.8,10.6,2.0,3.1,0.1,0.0,0.3,1.5,0.5,28.4,2.5,2.4,0.9,7.2,1.3,1.3,0.4,0.9885,0.9885,0.9885,0.9885,3.954,1.0,0.4598,0.8391,0.9425,0.8621,3.1034,1.0,0.0805,0.023,0.1034,0.023,0.1149,0.9885,0.954,0.6322,0.2989,2.9885,0.7356,10.1494,0.931,1.0,1.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,7.0,4791.0,634.0,17.1,2.3,23391.0,"(-83.47203005379346, 38.845614924615504)",0.1574719125439641,1.7314118130409364
0500000US39003,39,OHIO,OH,Allen,39003,"Allen County, Ohio",402.49978785,105562.0,0.0,44930.0,176.0,40191.0,528.0,18629.0,1383.0,5754.0,616.0,22585.0,556.0,8128.0,552.0,16041.0,59.0,24879.0,0.0,15317.0,760.0,4847.0,445.2,19154.0,203.0,335.0,131.4,2483.0,274.1,2141.0,272.0,729.0,170.0,3257.0,321.0,4113.0,444.0,18.4,1.4,11.1,1.2,22585.0,556.0,11.7,0.8,15.2,0.1,23.6,0.0,14.9,0.7,12.1,1.1,18.1,0.2,0.3,0.1,5.5,0.6,4.8,0.6,1.8,0.4,8.1,0.8,3.9,0.4,0.7356,0.8621,0.6092,0.4828,2.6897,0.7471,0.3333,0.5057,0.5862,0.977,2.4023,0.8161,0.908,0.3793,1.2874,0.7126,0.7471,0.3448,0.8046,0.7586,0.8046,3.4598,0.9425,9.8391,0.908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11594.0,844.0,11.3,0.8,120132.0,"(-84.10578661979147, 40.77152737841866)",0.11241628770208113,1.58734431385315
0500000US39007,39,OHIO,OH,Ashtabula,39007,"Ashtabula County, Ohio",701.93444488,100346.0,0.0,45964.0,219.0,38933.0,547.0,18357.0,1329.0,4381.0,423.0,20284.0,389.0,10001.0,640.0,16445.0,56.0,23103.0,27.0,14551.0,754.0,4028.0,351.9,9665.0,46.0,545.0,206.3,2048.0,261.9,3491.0,384.0,496.0,131.7,3071.0,338.0,3430.0,534.0,19.0,1.4,9.6,0.9,20284.0,389.0,14.4,0.9,16.4,0.1,23.0,0.0,15.0,0.8,10.3,0.9,9.6,0.0,0.6,0.2,4.5,0.6,7.6,0.8,1.3,0.3,7.9,0.8,3.4,0.5,0.8276,0.5862,0.8851,0.7816,3.0805,0.8391,0.6437,0.3793,0.6092,0.8161,2.4483,0.8506,0.6782,0.6667,1.3448,0.7356,0.6322,0.6092,0.5057,0.7356,0.7701,3.2529,0.8736,10.1264,0.9195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12511.0,1032.0,12.9,1.1,90474.0,"(-80.74828346675893, 41.70754958343708)",0.19879311637914507,1.8277226016726855
0500000US39023,39,OHIO,OH,Clark,39023,"Clark County, Ohio",397.48022903,137303.0,0.0,61246.0,266.0,54969.0,667.0,25498.0,1456.0,7109.0,477.0,22941.0,481.0,12643.0,702.0,23227.0,83.0,31799.0,0.0,21976.0,740.0,6318.0,410.0,20711.0,100.0,983.0,281.5,3918.0,402.4,2804.0,286.0,871.0,208.1,4866.0,432.0,3164.0,474.0,19.0,1.1,10.8,0.7,22941.0,481.0,13.6,0.8,16.9,0.1,23.2,0.0,16.2,0.5,11.5,0.7,15.1,0.1,0.8,0.2,6.4,0.7,4.6,0.5,1.6,0.4,8.9,0.7,2.3,0.3,0.8276,0.8046,0.5402,0.7356,2.908,0.7701,0.7471,0.4138,0.7356,0.9425,2.8391,0.954,0.8621,0.7586,1.6207,0.8851,0.7931,0.3103,0.7126,0.8736,0.5862,3.2759,0.8851,10.6437,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15040.0,919.0,11.1,0.7,126606.0,"(-83.7839122983904, 39.916777249561775)",0.1098295449122224,1.4915424085025046
0500000US39031,39,OHIO,OH,Coshocton,39031,"Coshocton County, Ohio",563.91320773,36768.0,0.0,16442.0,62.0,14561.0,260.0,6579.0,684.0,1521.0,241.0,20799.0,793.0,4006.0,326.0,6189.0,41.0,8679.0,38.0,5153.0,408.0,1105.0,199.5,1343.0,26.0,180.0,117.0,215.0,72.9,2494.0,241.0,261.0,95.5,1213.0,201.0,457.0,130.0,18.1,1.9,9.0,1.4,20799.0,793.0,15.9,1.3,16.8,0.1,23.6,0.1,14.2,1.1,7.6,1.4,3.7,0.1,0.5,0.3,1.3,0.4,15.2,1.5,1.8,0.7,8.3,1.4,1.2,0.4,0.7126,0.5057,0.8506,0.8506,2.9195,0.7931,0.7126,0.5402,0.4943,0.2184,1.9655,0.4253,0.1494,0.6322,0.7816,0.3448,0.0575,0.8161,0.7931,0.8161,0.2529,2.7356,0.5747,8.4023,0.6437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5881.0,762.0,16.2,2.1,33170.0,"(-81.9200182210426, 40.30166497486966)",0.15568073798633653,1.7316063249218165
0500000US39041,39,OHIO,OH,Delaware,39041,"Delaware County, Ohio",443.19366606,181821.0,0.0,67881.0,141.0,65029.0,473.0,8751.0,826.0,3964.0,395.0,41357.0,883.0,4395.0,492.0,19132.0,63.0,51343.0,0.0,13184.0,821.0,4503.0,458.2,22745.0,186.0,832.0,233.5,3302.0,385.0,1363.0,177.0,568.0,168.4,1693.0,271.0,2844.0,317.0,4.9,0.5,4.1,0.4,41357.0,883.0,3.7,0.4,10.5,0.1,28.2,0.0,7.3,0.5,6.9,0.7,12.5,0.1,0.5,0.1,4.9,0.6,2.0,0.3,0.9,0.3,2.6,0.4,1.6,0.2,0.0,0.0115,0.0,0.0,0.0115,0.0,0.023,0.9885,0.0,0.1149,1.1264,0.069,0.8046,0.5632,1.3678,0.7701,0.6667,0.1149,0.1724,0.0115,0.3793,1.3448,0.069,3.8506,0.023,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8511.0,859.0,4.7,0.5,167189.0,"(-83.00488278152183, 40.27839547819694)",0.12543023800133243,1.5929436740527108
0500000US39051,39,OHIO,OH,Fulton,39051,"Fulton County, Ohio",405.44210439,42541.0,0.0,17395.0,109.0,16333.0,184.0,5036.0,667.0,1914.0,244.0,26070.0,1211.0,3108.0,333.0,6486.0,91.0,10665.0,90.0,5100.0,429.0,1400.0,258.6,4271.0,19.0,53.0,88.0,244.0,92.8,1283.0,166.0,240.0,94.7,494.0,132.0,474.0,176.0,12.0,1.6,8.6,1.1,26070.0,1211.0,10.9,1.2,15.2,0.2,25.1,0.2,12.1,1.0,8.6,1.6,10.0,0.0,0.1,0.2,1.4,0.5,7.4,1.0,1.5,0.6,3.0,0.8,1.1,0.4,0.1724,0.4138,0.2299,0.3678,1.1839,0.2414,0.3333,0.8851,0.2069,0.4138,1.8391,0.3333,0.7126,0.1149,0.8276,0.3793,0.0805,0.5747,0.6092,0.023,0.1724,1.4598,0.1034,5.3103,0.1379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2906.0,384.0,6.9,0.9,40519.0,"(-84.13008148463463, 41.60181624432342)",0.11395371744166709,1.4926477391565451
0500000US39053,39,OHIO,OH,Gallia,39053,"Gallia County, Ohio",466.52999063,30763.0,0.0,13849.0,102.0,11502.0,300.0,5962.0,864.0,1142.0,208.0,21049.0,1293.0,4286.0,385.0,5059.0,42.0,7333.0,62.0,5773.0,415.0,1031.0,216.3,1861.0,29.0,26.0,96.9,273.0,104.7,3431.0,337.0,206.0,94.1,928.0,209.0,841.0,258.0,19.9,2.9,9.0,1.6,21049.0,1293.0,20.7,1.9,16.4,0.1,23.8,0.2,19.0,1.3,9.0,1.9,6.0,0.1,0.1,0.3,2.0,0.8,24.8,2.4,1.8,0.8,8.1,1.8,2.7,0.8,0.8966,0.5057,0.7931,0.954,3.1494,0.8736,0.6437,0.6207,0.9195,0.5057,2.6897,0.931,0.4023,0.069,0.4713,0.1494,0.2184,0.9655,0.7816,0.7586,0.6667,3.3908,0.9195,9.7011,0.8851,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,4593.0,606.0,15.1,2.0,31584.0,"(-82.31692487331203, 38.82475395599226)",0.12660498209447474,1.8351177524084419
0500000US39063,39,OHIO,OH,Hancock,39063,"Hancock County, Ohio",531.35753651,75290.0,0.0,33221.0,127.0,30795.0,425.0,10862.0,1039.0,3210.0,399.0,26612.0,730.0,4155.0,494.0,11431.0,95.0,17276.0,39.0,8461.0,591.0,3097.0,385.8,7228.0,22.0,468.0,238.3,2525.0,357.3,1966.0,258.0,182.0,101.9,2033.0,340.0,1849.0,265.0,14.8,1.4,8.0,1.0,26612.0,730.0,8.2,1.0,15.2,0.1,22.9,0.1,11.4,0.8,10.1,1.2,9.6,0.0,0.7,0.3,7.6,1.1,5.9,0.8,0.6,0.3,6.6,1.1,2.5,0.4,0.4713,0.2874,0.2069,0.092,1.0575,0.1954,0.3333,0.3678,0.1264,0.7586,1.5862,0.1839,0.6667,0.6897,1.3563,0.7471,0.8276,0.4483,0.0115,0.4713,0.6437,2.4023,0.4368,6.4023,0.2874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7728.0,763.0,10.4,1.0,84272.0,"(-83.66653905554439, 41.00192171934094)",0.14792357192580877,1.6153349825012906
0500000US39071,39,OHIO,OH,Highland,39071,"Highland County, Ohio",553.08339412,43266.0,0.0,19306.0,61.0,16837.0,358.0,8665.0,941.0,2707.0,313.0,19587.0,666.0,5190.0,456.0,6984.0,63.0,10653.0,97.0,7679.0,524.0,1621.0,243.2,1774.0,24.0,212.0,123.7,350.0,94.8,3546.0,327.0,307.0,103.4,1371.0,242.0,513.0,121.0,20.3,2.2,14.2,1.5,19587.0,666.0,17.8,1.6,16.1,0.1,24.6,0.2,17.9,1.2,9.6,1.4,4.1,0.1,0.5,0.3,1.8,0.5,18.4,1.7,1.8,0.6,8.1,1.4,1.2,0.3,0.908,0.9655,0.931,0.931,3.7356,0.954,0.5862,0.7931,0.8621,0.6552,2.8966,0.977,0.2184,0.6437,0.8621,0.4138,0.1724,0.908,0.8161,0.7586,0.2184,2.8736,0.6782,10.3678,0.9425,1.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,7078.0,798.0,16.5,1.9,39273.0,"(-83.60098303753311, 39.184714497173545)",0.1506651310814775,1.7126406387982958
0500000US39081,39,OHIO,OH,Jefferson,39081,"Jefferson County, Ohio",408.2374404,68510.0,0.0,32661.0,159.0,28176.0,404.0,11564.0,935.0,2843.0,352.0,22591.0,874.0,5099.0,419.0,13024.0,130.0,13485.0,176.0,12057.0,531.0,2291.0,281.8,6334.0,129.0,209.0,128.5,1614.0,209.5,1810.0,239.0,274.0,82.3,2418.0,231.0,2367.0,330.0,17.5,1.4,9.2,1.1,22591.0,874.0,10.5,0.9,19.0,0.2,19.7,0.3,17.8,0.8,8.1,1.0,9.2,0.2,0.3,0.2,4.9,0.6,5.5,0.7,1.0,0.3,8.6,0.8,3.5,0.5,0.6667,0.5517,0.5977,0.2759,2.092,0.5287,0.954,0.0345,0.8391,0.2874,2.1149,0.5402,0.6437,0.3563,1.0,0.5057,0.6897,0.4138,0.2644,0.8506,0.7816,3.0,0.7471,8.2069,0.5977,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7116.0,635.0,10.5,0.9,67838.0,"(-80.76100355703822, 40.38501195351679)",0.1128610412702787,1.5195387588136846
0500000US39083,39,OHIO,OH,Knox,39083,"Knox County, Ohio",525.50575375,61063.0,0.0,25333.0,191.0,22642.0,387.0,8950.0,1128.0,2328.0,335.0,23926.0,838.0,4960.0,525.0,9439.0,55.0,14400.0,36.0,8255.0,501.0,1895.0,289.7,2624.0,29.0,330.0,164.3,568.0,128.8,1179.0,184.0,339.0,132.0,1829.0,270.0,3477.0,445.0,15.5,1.9,7.7,1.1,23926.0,838.0,12.6,1.3,15.5,0.1,23.6,0.1,13.7,0.8,8.4,1.3,4.3,0.0,0.6,0.3,2.2,0.5,4.7,0.7,1.5,0.6,8.1,1.2,5.7,0.7,0.5172,0.2184,0.3908,0.5517,1.6782,0.4138,0.4368,0.5287,0.3793,0.3448,1.6897,0.2874,0.2414,0.6552,0.8966,0.4368,0.2989,0.3333,0.6322,0.7586,0.8851,2.908,0.6897,7.1724,0.4368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8980.0,1206.0,14.9,2.0,57432.0,"(-82.42152333768603, 40.39875750585811)",0.14550819896660597,1.7636517245399068
0500000US39093,39,OHIO,OH,Lorain,39093,"Lorain County, Ohio",491.12217026,302465.0,0.0,127901.0,391.0,117134.0,799.0,42680.0,2201.0,14575.0,894.0,26487.0,499.0,22322.0,923.0,46298.0,57.0,70449.0,28.0,41857.0,1147.0,11860.0,718.8,61347.0,95.0,3329.0,488.2,10655.0,688.8,2956.0,283.0,1456.0,262.8,8124.0,537.0,9587.0,939.0,14.6,0.8,9.6,0.6,26487.0,499.0,10.9,0.4,15.3,0.1,23.3,0.0,14.1,0.4,10.1,0.6,20.3,0.0,1.2,0.2,8.3,0.5,2.3,0.2,1.2,0.2,6.9,0.4,3.2,0.3,0.4253,0.5862,0.2184,0.3678,1.5977,0.3563,0.3678,0.4483,0.4713,0.7816,2.069,0.5057,0.9195,0.9195,1.8391,0.9655,0.8506,0.1379,0.4713,0.5632,0.7126,2.7356,0.5632,8.2414,0.6207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,26490.0,1412.0,9.0,0.5,263043.0,"(-82.15115939260494, 41.295600005727394)",0.1378088507217358,1.7543775462724156
0500000US39097,39,OHIO,OH,Madison,39097,"Madison County, Ohio",465.87236626,43326.0,0.0,15904.0,181.0,14676.0,296.0,4476.0,658.0,1443.0,225.0,23994.0,1049.0,4307.0,369.0,5714.0,84.0,9428.0,40.0,5370.0,495.0,1266.0,230.3,4529.0,29.0,273.0,119.4,542.0,145.8,968.0,148.0,229.0,102.8,967.0,187.0,5380.0,422.0,11.6,1.7,7.3,1.1,23994.0,1049.0,14.3,1.2,13.2,0.2,21.8,0.1,13.8,1.3,8.6,1.6,10.5,0.1,0.7,0.3,3.4,0.9,6.1,0.9,1.6,0.7,6.6,1.3,12.4,1.0,0.1609,0.1724,0.3678,0.7701,1.4713,0.2989,0.1034,0.1954,0.4023,0.4253,1.1264,0.0575,0.7356,0.7011,1.4368,0.8046,0.4713,0.4828,0.7011,0.4713,0.977,3.1034,0.7586,7.1379,0.4253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4719.0,511.0,12.2,1.3,38752.0,"(-83.40020507299378, 39.89401671968707)",0.12729038904205875,1.686490482023126
