ST,STATE,ST_ABBR,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV,M_POV,E_UNEMP,M_UNEMP,E_PCI,M_PCI,E_NOHSDP,M_NOHSDP,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_MINRTY,M_MINRTY,E_LIMENG,M_LIMENG,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV,MP_POV,EP_UNEMP,MP_UNEMP,EP_PCI,MP_PCI,EP_NOHSDP,MP_NOHSDP,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_MINRTY,MP_MINRTY,EP_LIMENG,MP_LIMENG,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV,EPL_UNEMP,EPL_PCI,EPL_NOHSDP,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,SPL_THEME2,RPL_THEME2,EPL_MINRTY,EPL_LIMENG,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV,F_UNEMP,F_PCI,F_NOHSDP,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_THEME2,F_MINRTY,F_LIMENG,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_UNINSUR,M_UNINSUR,EP_UNINSUR,MP_UNINSUR,E_DAYPOP
39,OHIO,OH,Miami,39109,"Miami County, Ohio",406.576379791044,103864.0,0.0,44178.0,143.0,41106.0,524.0,11374.0,1212.0,3403.0,461.0,27247.0,731.0,7819.0,633.0,17913.0,162.0,24067.0,50.0,13592.0,767.0,3626.0,395.4,7281.0,31.0,587.0,261.0,1931.0,301.9,897.0,191.0,420.0,119.6,2319.0,375.0,973.0,239.0,11.1,1.2,6.4,0.9,27247.0,731.0,10.9,0.9,17.2,0.2,23.2,0.0,13.2,0.7,8.8,1.0,7.0,0.0,0.6,0.3,4.4,0.7,2.0,0.4,1.0,0.3,5.6,0.9,0.9,0.2,0.1839,0.4023,0.2529,0.4943,1.3333,0.2644,0.6092,0.4943,0.2414,0.4483,1.7931,0.3103,0.5057,0.6782,1.1839,0.6207,0.6207,0.1264,0.2529,0.3103,0.0805,1.3908,0.046,5.7011,0.1724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8118.0,787.0,7.9,0.8,96927.0
39,OHIO,OH,Monroe,39111,"Monroe County, Ohio",455.723050860336,14442.0,0.0,7457.0,60.0,5986.0,191.0,2679.0,413.0,375.0,80.0,22100.0,1257.0,1310.0,232.0,3190.0,67.0,3012.0,67.0,2829.0,298.0,567.0,130.9,359.0,18.0,55.0,73.6,155.0,81.5,1088.0,165.0,44.0,42.0,448.0,115.0,155.0,126.0,18.8,2.9,6.5,1.4,22100.0,1257.0,12.5,2.2,22.1,0.5,20.9,0.5,19.8,2.1,9.5,2.2,2.5,0.1,0.4,0.5,2.1,1.1,14.6,2.2,0.7,0.7,7.5,1.9,1.1,0.9,0.8276,0.4368,0.7816,0.6552,2.7011,0.7471,0.977,0.1149,0.8736,0.6207,2.5862,0.9195,0.0115,0.5287,0.5402,0.2299,0.2529,0.8161,0.1034,0.6552,0.1494,1.9769999999999999,0.2069,7.8046,0.5632,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1472.0,429.0,10.3,3.0,12533.0
39,OHIO,OH,Montgomery,39113,"Montgomery County, Ohio",461.556572927754,532761.0,0.0,254383.0,431.0,222677.0,1411.0,95684.0,3194.0,22869.0,1076.0,26392.0,321.0,37595.0,1390.0,88616.0,53.0,119582.0,0.0,80159.0,1675.0,25330.0,1077.8,150852.0,309.0,5200.0,634.4,23286.0,985.3,3276.0,308.0,2845.0,375.0,22440.0,929.0,16516.0,853.0,18.5,0.6,8.7,0.4,26392.0,321.0,10.4,0.4,16.6,0.1,22.4,0.0,15.3,0.3,11.4,0.5,28.3,0.1,1.0,0.1,9.2,0.4,1.3,0.1,1.3,0.2,10.1,0.4,3.1,0.2,0.7931,0.8161,0.3103,0.4023,2.3218,0.5977,0.4828,0.3333,0.5977,0.977,2.3908,0.7356,0.954,0.8506,1.8046,0.931,0.8736,0.0805,0.4483,0.954,0.7241,3.0805,0.8046,9.5977,0.8736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,47943.0,1913.0,9.1,0.4,563618.0
39,OHIO,OH,Morgan,39115,"Morgan County, Ohio",416.427764212902,14857.0,0.0,7834.0,51.0,5932.0,246.0,2936.0,439.0,500.0,139.0,20301.0,1609.0,1277.0,193.0,2860.0,42.0,3274.0,41.0,3071.0,272.0,504.0,125.9,1119.0,21.0,41.0,71.3,127.0,36.1,1725.0,220.0,95.0,51.3,401.0,85.0,179.0,100.0,20.3,3.0,8.4,2.4,20301.0,1609.0,12.3,1.8,19.3,0.3,22.0,0.3,20.9,1.8,8.5,2.1,7.5,0.1,0.3,0.5,1.6,0.5,22.0,2.8,1.6,0.9,6.8,1.4,1.2,0.7,0.8736,0.7931,0.954,0.6207,3.2414,0.8506,0.908,0.2874,0.931,0.3908,2.5172,0.8506,0.5517,0.3678,0.9195,0.4713,0.092,0.9425,0.7241,0.5172,0.2414,2.5172,0.5172,9.1954,0.7816,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,1631.0,317.0,11.1,2.2,11076.0
39,OHIO,OH,Morrow,39117,"Morrow County, Ohio",406.133375622692,35032.0,0.0,14088.0,76.0,12606.0,321.0,3816.0,676.0,950.0,273.0,23630.0,1110.0,3308.0,515.0,5461.0,62.0,8674.0,62.0,4994.0,382.0,934.0,228.7,1322.0,24.0,47.0,85.3,245.0,104.8,1803.0,304.0,265.0,117.3,683.0,138.0,315.0,95.0,11.0,1.9,5.4,1.5,23630.0,1110.0,13.9,2.2,15.6,0.2,24.8,0.2,14.4,1.1,7.4,1.8,3.8,0.1,0.1,0.3,1.7,0.7,12.8,2.2,2.1,0.9,5.4,1.1,0.9,0.3,0.1609,0.1839,0.6092,0.7701,1.7241,0.4138,0.2759,0.908,0.4253,0.1609,1.7701,0.2989,0.1379,0.1034,0.2414,0.069,0.1379,0.7586,0.9195,0.2644,0.046,2.1264,0.2989,5.8621,0.2184,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,3087.0,653.0,8.9,1.9,24087.0
39,OHIO,OH,Muskingum,39119,"Muskingum County, Ohio",664.608477279622,85991.0,0.0,37774.0,128.0,34178.0,431.0,14564.0,1154.0,3110.0,372.0,21945.0,528.0,7842.0,515.0,14289.0,80.0,20003.0,11.0,13724.0,680.0,3586.0,379.8,6952.0,76.0,177.0,108.8,1746.0,290.7,3517.0,361.0,504.0,139.2,2629.0,321.0,1919.0,311.0,17.4,1.4,7.6,0.9,21945.0,528.0,13.5,0.9,16.6,0.1,23.3,0.0,16.1,0.8,10.5,1.1,8.1,0.1,0.2,0.1,4.6,0.8,9.3,1.0,1.5,0.4,7.7,0.9,2.2,0.4,0.7011,0.6092,0.8046,0.7586,2.8736,0.8046,0.4828,0.5517,0.7241,0.8276,2.5862,0.908,0.5632,0.2184,0.7816,0.3448,0.6552,0.7011,0.6322,0.7011,0.5517,3.2414,0.8736,9.4828,0.8621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7455.0,747.0,8.8,0.9,85817.0
39,OHIO,OH,Noble,39121,"Noble County, Ohio",398.0114706308,14429.0,0.0,6034.0,93.0,4863.0,199.0,1409.0,276.0,290.0,105.0,21188.0,1655.0,1708.0,262.0,3397.0,0.0,2682.0,0.0,1893.0,283.0,188.0,72.9,1234.0,177.0,34.0,67.9,117.0,77.5,874.0,177.0,38.0,24.1,193.0,60.0,2597.0,219.0,11.9,2.3,6.9,2.6,21188.0,1655.0,15.9,2.4,23.5,0.0,18.6,0.0,16.0,2.4,3.9,1.5,8.6,1.2,0.2,0.5,1.9,1.3,14.5,2.9,0.8,0.5,4.0,1.2,18.0,1.5,0.2414,0.5402,0.8506,0.8966,2.5286999999999997,0.6897,1.0,0.0115,0.7011,0.0,1.7126000000000001,0.2759,0.5747,0.2644,0.8391,0.3793,0.1839,0.8046,0.1379,0.046,1.0,2.1724,0.3103,7.2529,0.4138,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,853.0,228.0,7.2,1.9,13223.0
39,OHIO,OH,Ottawa,39123,"Ottawa County, Ohio",254.933727008486,40981.0,0.0,28012.0,119.0,17384.0,388.0,4464.0,569.0,1087.0,173.0,30403.0,948.0,2326.0,291.0,9043.0,50.0,7981.0,53.0,6270.0,493.0,1357.0,217.2,3044.0,68.0,60.0,86.3,1163.0,202.2,3263.0,312.0,71.0,42.1,807.0,136.0,772.0,246.0,11.1,1.4,5.3,0.8,30403.0,948.0,7.7,1.0,22.1,0.1,19.5,0.1,15.5,1.2,7.8,1.2,7.4,0.2,0.2,0.2,4.2,0.7,11.6,1.1,0.4,0.2,4.6,0.8,1.9,0.6,0.1839,0.1494,0.092,0.092,0.5172,0.092,0.977,0.046,0.6322,0.2299,1.8851,0.3793,0.5402,0.1379,0.6782,0.2759,0.5862,0.7356,0.0,0.1034,0.4713,1.8965999999999998,0.1839,4.977,0.092,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2831.0,419.0,7.0,1.0,34855.0
39,OHIO,OH,Paulding,39125,"Paulding County, Ohio",416.434651500378,19057.0,0.0,8685.0,63.0,7659.0,196.0,2083.0,341.0,573.0,114.0,24174.0,1306.0,1279.0,147.0,3211.0,36.0,4553.0,17.0,3135.0,278.0,518.0,123.9,1413.0,84.0,103.0,83.6,192.0,54.6,799.0,151.0,158.0,66.5,394.0,105.0,87.0,69.0,11.0,1.8,6.1,1.1,24174.0,1306.0,9.8,1.1,16.8,0.2,23.9,0.1,16.5,1.5,6.8,1.6,7.4,0.4,0.6,0.5,2.2,0.6,9.2,1.7,2.1,0.9,5.1,1.4,0.5,0.4,0.1609,0.3103,0.5287,0.2989,1.2989,0.2529,0.5402,0.7241,0.7471,0.092,2.1034,0.5517,0.5287,0.6552,1.1839,0.6207,0.2989,0.6782,0.8966,0.1954,0.0,2.069,0.2299,6.6552,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1512.0,311.0,8.0,1.6,15191.0
39,OHIO,OH,Perry,39127,"Perry County, Ohio",407.98719765735,35947.0,0.0,15105.0,75.0,13535.0,270.0,7322.0,813.0,1541.0,272.0,20852.0,1033.0,3889.0,404.0,5408.0,82.0,8747.0,58.0,5998.0,530.0,1322.0,215.6,1088.0,48.0,27.0,95.1,438.0,130.1,2691.0,318.0,189.0,92.4,874.0,207.0,338.0,138.0,20.6,2.3,9.6,1.7,20852.0,1033.0,16.1,1.7,15.0,0.2,24.3,0.2,16.8,1.5,9.8,1.6,3.0,0.1,0.1,0.3,2.9,0.9,17.8,2.1,1.4,0.7,6.5,1.5,0.9,0.4,0.8851,0.8966,0.9195,0.931,3.6322,0.931,0.1954,0.8391,0.7701,0.7011,2.5057,0.8276,0.023,0.023,0.046,0.0,0.3793,0.908,0.5402,0.4598,0.092,2.3793,0.4483,8.5632,0.6897,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,3479.0,533.0,9.7,1.5,26797.0
39,OHIO,OH,Pickaway,39129,"Pickaway County, Ohio",501.180889908058,56804.0,0.0,21150.0,112.0,19173.0,380.0,6324.0,827.0,1599.0,323.0,24779.0,929.0,5036.0,429.0,8262.0,53.0,12660.0,0.0,7776.0,583.0,1645.0,283.1,3934.0,20.0,118.0,113.3,412.0,140.6,1632.0,223.0,247.0,91.3,748.0,150.0,4565.0,308.0,12.2,1.6,6.0,1.2,24779.0,929.0,12.9,1.1,14.5,0.1,22.3,0.0,14.8,1.1,8.6,1.5,6.9,0.0,0.2,0.2,1.9,0.7,7.7,1.1,1.3,0.5,3.9,0.8,8.0,0.5,0.2529,0.2874,0.4253,0.7126,1.6782,0.3793,0.1379,0.3218,0.4943,0.4138,1.3678,0.1609,0.4943,0.2299,0.7241,0.3218,0.1954,0.6207,0.4713,0.0345,0.954,2.2759,0.3793,6.046,0.2529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3975.0,568.0,7.6,1.1,46977.0
39,OHIO,OH,Pike,39131,"Pike County, Ohio",440.281553882716,28298.0,0.0,12533.0,60.0,10908.0,302.0,5735.0,933.0,1249.0,282.0,21375.0,1414.0,4203.0,407.0,4592.0,106.0,6856.0,87.0,6450.0,716.0,1156.0,236.6,1282.0,21.0,52.0,93.6,208.0,61.7,3077.0,355.0,233.0,125.6,999.0,218.0,490.0,145.0,20.7,3.4,11.1,2.5,21375.0,1414.0,21.9,2.1,16.2,0.4,24.2,0.3,23.1,2.6,10.6,2.1,4.5,0.1,0.2,0.4,1.7,0.5,24.6,2.9,2.1,1.1,9.2,2.0,1.7,0.5,0.8966,0.977,0.8276,0.9885,3.6897,0.954,0.3678,0.8046,1.0,0.8736,3.046,1.0,0.2414,0.1839,0.4253,0.1264,0.1034,0.9655,0.931,0.908,0.4483,3.3563,0.931,10.5172,0.9885,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,6.0,3236.0,462.0,11.6,1.7,27694.0
39,OHIO,OH,Portage,39133,"Portage County, Ohio",487.405501053042,161796.0,0.0,68106.0,249.0,61585.0,735.0,23293.0,1504.0,7068.0,664.0,26769.0,554.0,8364.0,580.0,23519.0,97.0,31445.0,69.0,20615.0,1036.0,4971.0,482.6,15693.0,50.0,1089.0,287.0,5811.0,550.2,5218.0,370.0,484.0,162.0,3761.0,451.0,6712.0,625.0,15.0,1.0,7.9,0.7,26769.0,554.0,8.1,0.6,14.5,0.1,19.4,0.0,12.8,0.6,8.1,0.8,9.7,0.0,0.7,0.2,8.5,0.8,7.7,0.5,0.8,0.3,6.1,0.7,4.1,0.4,0.5172,0.6897,0.2759,0.1034,1.5862,0.3333,0.1379,0.0345,0.2184,0.2989,0.6897,0.0115,0.6552,0.7356,1.3908,0.7816,0.8621,0.6207,0.1494,0.4023,0.8276,2.8621,0.6552,6.5287,0.3103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12030.0,1089.0,7.5,0.7,152066.0
39,OHIO,OH,Preble,39135,"Preble County, Ohio",424.2250937168,41561.0,0.0,17859.0,75.0,16048.0,231.0,5536.0,603.0,1375.0,221.0,24605.0,1007.0,3228.0,328.0,7149.0,39.0,9643.0,18.0,6494.0,380.0,1391.0,195.1,1363.0,24.0,132.0,102.9,393.0,143.2,798.0,152.0,190.0,76.9,773.0,144.0,421.0,140.0,13.5,1.5,6.6,1.1,24605.0,1007.0,11.2,1.1,17.2,0.1,23.2,0.0,15.8,0.9,8.7,1.2,3.3,0.1,0.3,0.3,2.2,0.8,4.5,0.9,1.2,0.5,4.8,0.9,1.0,0.3,0.3678,0.4598,0.4713,0.5402,1.8391,0.4598,0.6092,0.5287,0.6782,0.4253,2.2414,0.6207,0.0575,0.4483,0.5057,0.1839,0.2874,0.3103,0.3448,0.1379,0.1264,1.2069,0.023,5.7931,0.1839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3632.0,460.0,8.8,1.1,30685.0
39,OHIO,OH,Putnam,39137,"Putnam County, Ohio",482.521133146122,34116.0,0.0,13774.0,60.0,13092.0,165.0,2648.0,472.0,522.0,125.0,27367.0,999.0,1611.0,206.0,5313.0,57.0,8761.0,27.0,3426.0,264.0,792.0,168.4,2458.0,7.0,89.0,99.4,233.0,82.5,851.0,142.0,72.0,41.9,541.0,145.0,309.0,117.0,7.8,1.4,2.9,0.7,27367.0,999.0,7.1,0.9,15.6,0.2,25.7,0.1,10.1,0.8,6.0,1.3,7.2,0.0,0.3,0.3,1.7,0.6,6.2,1.0,0.5,0.3,4.1,1.1,0.9,0.3,0.046,0.0115,0.2299,0.0345,0.3218,0.0575,0.2759,0.954,0.0345,0.046,1.3103,0.1149,0.5172,0.3448,0.8621,0.4023,0.1149,0.4713,0.023,0.0575,0.0575,0.7241,0.0,3.2184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1354.0,265.0,4.0,0.8,28021.0
39,OHIO,OH,Richland,39139,"Richland County, Ohio",495.26108755721,121888.0,0.0,54210.0,167.0,47935.0,600.0,18849.0,1365.0,4518.0,496.0,22520.0,636.0,10886.0,663.0,21999.0,92.0,26601.0,0.0,17791.0,760.0,4695.0,378.6,17065.0,156.0,304.0,115.0,3237.0,386.4,2048.0,307.0,535.0,162.9,4196.0,413.0,7089.0,360.0,16.5,1.2,8.3,0.9,22520.0,636.0,12.8,0.8,18.0,0.1,21.8,0.0,15.4,0.7,9.8,0.8,14.0,0.1,0.3,0.1,6.0,0.7,3.8,0.6,1.1,0.3,8.8,0.9,5.8,0.3,0.6437,0.7701,0.7471,0.6897,2.8506,0.7931,0.8046,0.2529,0.6092,0.7126,2.3793,0.7126,0.8391,0.2989,1.1379,0.5632,0.7701,0.2299,0.3333,0.8506,0.8966,3.0805,0.8161,9.4483,0.8506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11513.0,1011.0,10.0,0.9,124584.0
39,OHIO,OH,Ross,39141,"Ross County, Ohio",689.187155693744,77193.0,0.0,31807.0,138.0,28308.0,397.0,13419.0,1163.0,3312.0,514.0,22158.0,798.0,7731.0,574.0,11696.0,69.0,16820.0,23.0,13782.0,733.0,2981.0,390.1,7826.0,97.0,204.0,117.8,1374.0,210.5,4139.0,394.0,524.0,171.9,1843.0,279.0,5931.0,342.0,18.8,1.6,9.9,1.5,22158.0,798.0,14.3,1.1,15.2,0.1,21.8,0.0,19.3,1.0,10.5,1.4,10.1,0.1,0.3,0.2,4.3,0.7,13.0,1.3,1.9,0.6,6.5,1.0,7.7,0.4,0.8276,0.9425,0.7701,0.8046,3.3448,0.8851,0.2184,0.2414,0.8621,0.8506,2.1724,0.5977,0.7011,0.3333,1.0345,0.5172,0.5977,0.7701,0.8276,0.4598,0.9425,3.5977,0.954,10.1494,0.9425,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,6388.0,761.0,8.9,1.1,73652.0
39,OHIO,OH,Sandusky,39143,"Sandusky County, Ohio",408.459852528792,59870.0,0.0,26229.0,121.0,23666.0,298.0,7757.0,709.0,1895.0,246.0,24467.0,686.0,4394.0,453.0,10213.0,71.0,13878.0,44.0,8480.0,527.0,2576.0,321.6,8872.0,32.0,423.0,187.2,797.0,167.8,1350.0,200.0,175.0,70.8,1388.0,214.0,1271.0,268.0,13.2,1.2,6.3,0.8,24467.0,686.0,10.7,1.1,17.1,0.1,23.2,0.1,14.4,0.9,10.9,1.4,14.8,0.1,0.7,0.3,3.0,0.6,5.1,0.8,0.7,0.3,5.9,0.9,2.1,0.4,0.3563,0.3678,0.4943,0.4598,1.6782,0.3678,0.5862,0.5057,0.4253,0.9195,2.4368,0.7701,0.8506,0.7931,1.6437,0.8851,0.4253,0.3908,0.1149,0.3793,0.5172,1.8276,0.1609,7.5862,0.5172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4093.0,539.0,6.9,0.9,57777.0
39,OHIO,OH,Scioto,39145,"Scioto County, Ohio",610.215500110978,77366.0,0.0,34046.0,142.0,29778.0,501.0,17569.0,1292.0,2764.0,320.0,20728.0,667.0,8436.0,507.0,12825.0,83.0,17053.0,0.0,16115.0,792.0,2835.0,350.8,4996.0,83.0,154.0,117.8,1532.0,183.7,5011.0,472.0,432.0,151.2,2726.0,323.0,3640.0,343.0,24.0,1.8,9.0,1.0,20728.0,667.0,15.9,1.0,16.6,0.1,22.0,0.0,21.6,1.1,9.5,1.2,6.5,0.1,0.2,0.2,4.5,0.5,14.7,1.4,1.5,0.5,9.2,1.1,4.7,0.4,0.977,0.8506,0.931,0.8966,3.6552,0.9425,0.4828,0.2989,0.977,0.6437,2.4023,0.7471,0.4138,0.2069,0.6207,0.2644,0.6437,0.8276,0.5977,0.908,0.8391,3.8161,0.9885,10.4943,0.977,1.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,7393.0,719.0,9.9,1.0,75343.0
39,OHIO,OH,Seneca,39147,"Seneca County, Ohio",551.0239441971,55711.0,0.0,23971.0,147.0,21349.0,338.0,8209.0,819.0,1877.0,273.0,23900.0,1037.0,3424.0,358.0,9004.0,80.0,12534.0,44.0,7648.0,493.0,2175.0,238.5,5297.0,27.0,159.0,119.6,830.0,172.9,1092.0,132.0,143.0,53.8,1507.0,221.0,2991.0,323.0,15.6,1.5,6.8,1.0,23900.0,1037.0,9.2,1.0,16.2,0.1,22.5,0.1,14.0,0.9,10.2,1.1,9.5,0.0,0.3,0.2,3.5,0.7,4.6,0.6,0.7,0.3,7.1,1.0,5.4,0.6,0.5632,0.5172,0.5632,0.2069,1.8506,0.4713,0.3678,0.3448,0.3563,0.8046,1.8736000000000002,0.3678,0.6437,0.3908,1.0345,0.5287,0.5057,0.3333,0.069,0.5862,0.8506,2.3448,0.4253,7.1034,0.4023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3696.0,449.0,6.8,0.8,49747.0
39,OHIO,OH,Shelby,39149,"Shelby County, Ohio",407.676149639028,48949.0,0.0,20327.0,101.0,18428.0,289.0,4600.0,690.0,1484.0,295.0,27330.0,1632.0,3004.0,302.0,7154.0,71.0,12693.0,61.0,6097.0,497.0,1798.0,288.8,3254.0,21.0,221.0,126.1,801.0,189.2,977.0,170.0,337.0,118.6,882.0,178.0,467.0,158.0,9.5,1.4,5.8,1.2,27330.0,1632.0,9.3,0.9,14.6,0.1,25.9,0.1,12.5,1.0,9.8,1.6,6.6,0.0,0.5,0.3,3.9,0.9,4.8,0.8,1.8,0.6,4.8,1.0,1.0,0.3,0.1034,0.2414,0.2414,0.2184,0.8046,0.1494,0.1609,0.977,0.1839,0.6782,2.0,0.4598,0.4483,0.5862,1.0345,0.5287,0.5517,0.3793,0.8161,0.1379,0.1034,1.9885000000000002,0.2184,5.8276,0.2069,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2788.0,466.0,5.7,1.0,53003.0
39,OHIO,OH,Stark,39151,"Stark County, Ohio",575.326622229746,374762.0,0.0,165524.0,308.0,151101.0,1056.0,51534.0,2527.0,14482.0,880.0,26442.0,406.0,24753.0,988.0,66355.0,90.0,82509.0,0.0,49242.0,1257.0,15114.0,836.9,48570.0,192.0,1704.0,326.8,10207.0,602.6,3525.0,348.0,1417.0,250.8,11315.0,623.0,9173.0,653.0,14.1,0.7,7.6,0.5,26442.0,406.0,9.6,0.4,17.7,0.1,22.0,0.0,13.3,0.3,10.0,0.5,13.0,0.1,0.5,0.1,6.2,0.4,2.1,0.2,0.9,0.2,7.5,0.4,2.4,0.2,0.4828,0.6092,0.2989,0.2414,1.6322,0.3448,0.7356,0.2759,0.2759,0.7701,2.0575,0.5402,0.8046,0.5747,1.3793,0.7356,0.7816,0.1379,0.2299,0.6552,0.6322,2.4368,0.4713,7.5057,0.4943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27299.0,1215.0,7.4,0.3,368354.0
39,OHIO,OH,Summit,39153,"Summit County, Ohio",412.83748047971,541372.0,0.0,245164.0,321.0,221887.0,1049.0,75894.0,2531.0,20538.0,1065.0,29643.0,395.0,33824.0,1267.0,87689.0,79.0,117417.0,22.0,67459.0,1614.0,20319.0,1002.3,117786.0,243.0,6110.0,825.7,24765.0,987.5,2132.0,264.0,1614.0,275.7,19948.0,898.0,9302.0,770.0,14.3,0.5,7.3,0.4,29643.0,395.0,9.0,0.3,16.2,0.1,21.7,0.0,12.6,0.3,9.2,0.4,21.8,0.0,1.2,0.2,10.1,0.4,0.9,0.1,0.7,0.1,9.0,0.4,1.7,0.1,0.4943,0.5977,0.1264,0.1954,1.4138,0.3103,0.3678,0.2299,0.1954,0.5517,1.3448,0.1264,0.931,0.908,1.8391,0.9425,0.9195,0.023,0.092,0.8851,0.4368,2.3563,0.4368,6.954,0.3678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,42481.0,1906.0,7.9,0.4,565986.0
